run_key,series,campaign,suite,run_leaf,experiment_slug,predictor_name,dataset_name,tier_size,n_samples,model_kind,model_id,thinking_level,batch_size,phase,accuracy,f1_macro,duration_seconds,infer_time_s,has_predictions,predictions_source,saved_utc,run_dir,format
evaluate_google_llm/20260503_091005/google_genai_gemini31_flash_think_low_tweet_eval_irony_bs3_trainseed10_test200,evaluate_google_llm,20260503_091005,google_genai_gemini31_flash_think_low_tweet_eval_irony_bs3_trainseed10_test200,google_genai_gemini31_flash_think_low_tweet_eval_irony_bs3_trainseed10_test200,google_genai_gemini31_flash_think_low_tweet_eval_irony_bs3_trainseed10_test200,google_genai_batch:gemini-3.1-flash-lite-preview,tweet_eval_irony,200.0,,google_genai_chat,gemini-3.1-flash-lite-preview,low,3.0,full,0.88,0.8776009791921664,,279.73463770002127,True,csv,2026-05-04T07:09:12.325799+00:00,evaluate_google_llm/20260503_091005/google_genai_gemini31_flash_think_low_tweet_eval_irony_bs3_trainseed10_test200,harness_report
evaluate_google_llm/20260503_091005/google_genai_gemini31_flash_think_low_tweet_eval_irony_bs5_trainseed10_test200,evaluate_google_llm,20260503_091005,google_genai_gemini31_flash_think_low_tweet_eval_irony_bs5_trainseed10_test200,google_genai_gemini31_flash_think_low_tweet_eval_irony_bs5_trainseed10_test200,google_genai_gemini31_flash_think_low_tweet_eval_irony_bs5_trainseed10_test200,google_genai_batch:gemini-3.1-flash-lite-preview,tweet_eval_irony,200.0,,google_genai_chat,gemini-3.1-flash-lite-preview,low,5.0,full,0.88,0.8772378516624041,,159.2535063000396,True,csv,2026-05-04T07:11:52.674941+00:00,evaluate_google_llm/20260503_091005/google_genai_gemini31_flash_think_low_tweet_eval_irony_bs5_trainseed10_test200,harness_report
mvp4_results/ag_news/setfit_MiniLM/train100,mvp4_results,,ag_news,setfit_MiniLM_train100,mvp4,setfit_MiniLM,ag_news,5000.0,5000.0,BERT,setfit_MiniLM,,,final,0.8684,0.8687,1463.6,3.62,True,legacy_csv,,mvp4_results/ag_news,mvp4_final_results
mvp4_results/ag_news/gemma-3-4b-it/train30,mvp4_results,,ag_news,gemma-3-4b-it_train30,mvp4,gemma-3-4b-it,ag_news,30.0,30.0,LLM,gemma-3-4b-it,,,final,0.8667,0.8639,61.13,61.13,True,legacy_csv,,mvp4_results/ag_news,mvp4_final_results
evaluate_google_llm/20260503_091005/google_genai_gemma3_4b_banking-10_bs3_trainseed10_test200,evaluate_google_llm,20260503_091005,google_genai_gemma3_4b_banking-10_bs3_trainseed10_test200,google_genai_gemma3_4b_banking-10_bs3_trainseed10_test200,google_genai_gemma3_4b_banking-10_bs3_trainseed10_test200,google_genai_batch:gemma-3-4b-it,banking-10,200.0,,google_genai_chat,gemma-3-4b-it,off,3.0,full,0.865,0.856131213542513,,194.4092065000441,True,csv,2026-05-03T09:28:02.152743+00:00,evaluate_google_llm/20260503_091005/google_genai_gemma3_4b_banking-10_bs3_trainseed10_test200,harness_report
evaluate_google_llm/20260503_091005/google_genai_gemma3_4b_banking-10_bs10_trainseed10_test200,evaluate_google_llm,20260503_091005,google_genai_gemma3_4b_banking-10_bs10_trainseed10_test200,google_genai_gemma3_4b_banking-10_bs10_trainseed10_test200,google_genai_gemma3_4b_banking-10_bs10_trainseed10_test200,google_genai_batch:gemma-3-4b-it,banking-10,200.0,,google_genai_chat,gemma-3-4b-it,off,10.0,full,0.855,0.8544210349809453,,78.25572250003461,True,csv,2026-05-03T09:31:18.769532+00:00,evaluate_google_llm/20260503_091005/google_genai_gemma3_4b_banking-10_bs10_trainseed10_test200,harness_report
evaluate_google_llm/20260503_091005/google_genai_gemma3_27b_tweet_eval_irony_bs5_trainseed10_test200,evaluate_google_llm,20260503_091005,google_genai_gemma3_27b_tweet_eval_irony_bs5_trainseed10_test200,google_genai_gemma3_27b_tweet_eval_irony_bs5_trainseed10_test200,google_genai_gemma3_27b_tweet_eval_irony_bs5_trainseed10_test200,google_genai_batch:gemma-3-27b-it,tweet_eval_irony,200.0,,google_genai_chat,gemma-3-27b-it,off,5.0,full,0.855,0.8539447508247086,,117.72083100001328,True,csv,2026-05-03T21:55:21.794269+00:00,evaluate_google_llm/20260503_091005/google_genai_gemma3_27b_tweet_eval_irony_bs5_trainseed10_test200,harness_report
raw/prompt_eng/per_label_boolean_batch10/20260512_090849,raw,20260512_090849,,20260512_090849,per_label_boolean_batch10,,,,,,,,,full,0.85,0.8465473145780051,28.696866699960083,,True,json,2026-05-12T09:09:46.171183+00:00,raw/prompt_eng/per_label_boolean_batch10/20260512_090849,metadata_only
evaluate_google_llm/20260503_091005/google_genai_gemma3_4b_banking-10_bs5_trainseed10_test200,evaluate_google_llm,20260503_091005,google_genai_gemma3_4b_banking-10_bs5_trainseed10_test200,google_genai_gemma3_4b_banking-10_bs5_trainseed10_test200,google_genai_gemma3_4b_banking-10_bs5_trainseed10_test200,google_genai_batch:gemma-3-4b-it,banking-10,200.0,,google_genai_chat,gemma-3-4b-it,off,5.0,full,0.85,0.8462638760190193,,116.58765730005689,True,csv,2026-05-03T09:29:59.730399+00:00,evaluate_google_llm/20260503_091005/google_genai_gemma3_4b_banking-10_bs5_trainseed10_test200,harness_report
extended_evaluation_llm/20260503_075111/gemini_b5_banking-10_test200,extended_evaluation_llm,20260503_075111,gemini_b5_banking-10_test200,gemini_b5_banking-10_test200,gemini_b5_banking-10_test200,google_openai_batch:gemini-3.1-flash-lite-preview,banking-10,200.0,,google_openai_chat,gemini-3.1-flash-lite-preview,,5.0,full,0.925,0.8432280029199156,,,True,csv,2026-05-03T07:51:11.609451+00:00,extended_evaluation_llm/20260503_075111/gemini_b5_banking-10_test200,harness_report
extended_evaluation_llm/20260430_122210/gemma_banking-10_test200,extended_evaluation_llm,20260430_122210,gemma_banking-10_test200,gemma_banking-10_test200,gemma_banking-10_test200,openai_compat_chat_batch:gemma-3-4b-it,banking-10,200.0,,google_openai_chat,gemma-3-4b-it,,5.0,full,0.845,0.8394531609977562,,129.81090089998906,True,csv,2026-04-30T12:24:22.685323+00:00,extended_evaluation_llm/20260430_122210/gemma_banking-10_test200,harness_report
debug_accuracy/20260518_101221,debug_accuracy,20260518_101221,,20260518_101221,debug_accuracy,debug_ablation,pubmed_20k_rct,6.0,6.0,debug,,,,analysis,0.83,0.83,,,False,none,2026-05-18T10:12:21.542633+00:00,debug_accuracy/20260518_101221,debug_accuracy_results
debug_accuracy/20260518_095123,debug_accuracy,20260518_095123,,20260518_095123,debug_accuracy,debug_ablation,pubmed_20k_rct,6.0,6.0,debug,,,,analysis,0.83,0.83,,,False,none,2026-05-18T09:51:23.786098+00:00,debug_accuracy/20260518_095123,debug_accuracy_results
debug_accuracy/20260518_094944,debug_accuracy,20260518_094944,,20260518_094944,debug_accuracy,debug_ablation,pubmed_20k_rct,6.0,6.0,debug,,,,analysis,0.83,0.83,,,False,none,2026-05-18T09:49:44.228105+00:00,debug_accuracy/20260518_094944,debug_accuracy_results
debug_accuracy/20260518_074145,debug_accuracy,20260518_074145,,20260518_074145,debug_accuracy,debug_ablation,pubmed_20k_rct,6.0,6.0,debug,,,,analysis,0.83,0.83,,,False,none,2026-05-18T07:41:45.880298+00:00,debug_accuracy/20260518_074145,debug_accuracy_results
debug_accuracy/20260517_220158,debug_accuracy,20260517_220158,,20260517_220158,debug_accuracy,debug_ablation,pubmed_20k_rct,6.0,6.0,debug,,,,analysis,0.83,0.83,,,False,none,2026-05-17T22:01:58.857031+00:00,debug_accuracy/20260517_220158,debug_accuracy_results
debug_accuracy/20260517_214621,debug_accuracy,20260517_214621,,20260517_214621,debug_accuracy,debug_ablation,pubmed_20k_rct,6.0,6.0,debug,,,,analysis,0.83,0.83,,,False,none,2026-05-17T21:46:21.397442+00:00,debug_accuracy/20260517_214621,debug_accuracy_results
debug_accuracy/20260517_214608,debug_accuracy,20260517_214608,,20260517_214608,debug_accuracy,debug_ablation,pubmed_20k_rct,6.0,6.0,debug,,,,analysis,0.83,0.83,,,False,none,2026-05-17T21:46:08.025137+00:00,debug_accuracy/20260517_214608,debug_accuracy_results
debug_accuracy/20260517_112648,debug_accuracy,20260517_112648,,20260517_112648,debug_accuracy,debug_ablation,pubmed_20k_rct,6.0,6.0,debug,,,,analysis,0.83,0.83,,,False,none,2026-05-17T11:26:48.359183+00:00,debug_accuracy/20260517_112648,debug_accuracy_results
debug_accuracy/20260517_092852,debug_accuracy,20260517_092852,,20260517_092852,debug_accuracy,debug_ablation,pubmed_20k_rct,6.0,6.0,debug,,,,analysis,0.83,0.83,,,False,none,2026-05-17T09:28:52.876493+00:00,debug_accuracy/20260517_092852,debug_accuracy_results
debug_accuracy/20260517_092818,debug_accuracy,20260517_092818,,20260517_092818,debug_accuracy,debug_ablation,pubmed_20k_rct,6.0,6.0,debug,,,,analysis,0.83,0.83,,,False,none,2026-05-17T09:28:18.048517+00:00,debug_accuracy/20260517_092818,debug_accuracy_results
debug_accuracy/20260517_084805,debug_accuracy,20260517_084805,,20260517_084805,debug_accuracy,debug_ablation,pubmed_20k_rct,200.0,200.0,debug,,,,analysis,0.83,0.83,,,True,legacy_csv,2026-05-17T08:48:05.766678+00:00,debug_accuracy/20260517_084805,debug_accuracy_results
debug_accuracy/20260517_084115,debug_accuracy,20260517_084115,,20260517_084115,debug_accuracy,debug_ablation,pubmed_20k_rct,200.0,200.0,debug,,,,analysis,0.83,0.83,,,False,none,2026-05-17T08:41:15.699360+00:00,debug_accuracy/20260517_084115,debug_accuracy_results
raw/prompt_eng/dinco_alllabel_confidence_gemini/20260515_083754,raw,20260515_083754,,20260515_083754,dinco_alllabel_confidence_gemini,,,,,,,,,full,0.85,0.8263305322128851,67.98203890002333,,True,json,2026-05-15T08:39:06.385873+00:00,raw/prompt_eng/dinco_alllabel_confidence_gemini/20260515_083754,metadata_only
extended_evaluation_llm/20260503_075906/gemini_b3_banking-10_test200,extended_evaluation_llm,20260503_075906,gemini_b3_banking-10_test200,gemini_b3_banking-10_test200,gemini_b3_banking-10_test200,google_openai_batch:gemini-3.1-flash-lite-preview,banking-10,200.0,,google_openai_chat,gemini-3.1-flash-lite-preview,,3.0,full,0.905,0.8249164299607759,,,True,csv,2026-05-03T07:59:06.045962+00:00,extended_evaluation_llm/20260503_075906/gemini_b3_banking-10_test200,harness_report
mvp4_results/glue_sst2/setfit_MiniLM/train1000,mvp4_results,,glue_sst2,setfit_MiniLM_train1000,mvp4,setfit_MiniLM,glue_sst2,872.0,872.0,BERT,setfit_MiniLM,,,final,0.8245,0.8242,953.59,0.33,True,legacy_csv,,mvp4_results/glue_sst2,mvp4_final_results
mvp4_results/ag_news/svm_tfidf/train1000,mvp4_results,,ag_news,svm_tfidf_train1000,mvp4,svm_tfidf,ag_news,5000.0,5000.0,ML,svm_tfidf,,,final,0.817,0.8154,0.36,0.24,True,legacy_csv,,mvp4_results/ag_news,mvp4_final_results
evaluate_google_llm/20260503_091005/google_genai_gemma4_31b_think_high_pubmed_20k_rct_bs10_trainseed10_test200,evaluate_google_llm,20260503_091005,google_genai_gemma4_31b_think_high_pubmed_20k_rct_bs10_trainseed10_test200,google_genai_gemma4_31b_think_high_pubmed_20k_rct_bs10_trainseed10_test200,google_genai_gemma4_31b_think_high_pubmed_20k_rct_bs10_trainseed10_test200,google_genai_batch:gemma-4-31b-it,pubmed_20k_rct,200.0,,google_genai_chat,gemma-4-31b-it,high,10.0,full,0.83,0.809404245766531,,519.1884541999316,True,csv,2026-05-04T09:23:35.392970+00:00,evaluate_google_llm/20260503_091005/google_genai_gemma4_31b_think_high_pubmed_20k_rct_bs10_trainseed10_test200,harness_report
hf_llms_comparison/20260425_080936/tweet_sentiment/gpt_oss_20b,hf_llms_comparison,20260425_080936,tweet_sentiment,gpt_oss_20b,hf_llms_comparison,gpt_oss_20b,tweet_sentiment,50.0,50.0,hf_openrouter,gpt_oss_20b,,,final,0.8,0.7893939393939394,,,True,legacy_long_csv,,hf_llms_comparison/20260425_080936,hf_llms_metrics_csv
evaluate_google_llm/20260503_091005/google_genai_gemini31_flash_think_high_banking-10_bs5_trainseed10_test200,evaluate_google_llm,20260503_091005,google_genai_gemini31_flash_think_high_banking-10_bs5_trainseed10_test200,google_genai_gemini31_flash_think_high_banking-10_bs5_trainseed10_test200,google_genai_gemini31_flash_think_high_banking-10_bs5_trainseed10_test200,google_genai_batch:gemini-3.1-flash-lite-preview,banking-10,200.0,,google_genai_chat,gemini-3.1-flash-lite-preview,high,5.0,full,0.81,0.7835716067423384,,41623.448981199996,True,csv,2026-05-06T10:20:47.305181+00:00,evaluate_google_llm/20260503_091005/google_genai_gemini31_flash_think_high_banking-10_bs5_trainseed10_test200,harness_report
evaluate_google_llm/20260503_091005/google_genai_gemma3_27b_tweet_eval_irony_bs3_trainseed10_test200,evaluate_google_llm,20260503_091005,google_genai_gemma3_27b_tweet_eval_irony_bs3_trainseed10_test200,google_genai_gemma3_27b_tweet_eval_irony_bs3_trainseed10_test200,google_genai_gemma3_27b_tweet_eval_irony_bs3_trainseed10_test200,google_genai_batch:gemma-3-27b-it,tweet_eval_irony,200.0,,google_genai_chat,gemma-3-27b-it,off,3.0,full,0.775,0.7749943748593715,,154.5218533000443,True,csv,2026-05-03T21:53:23.141876+00:00,evaluate_google_llm/20260503_091005/google_genai_gemma3_27b_tweet_eval_irony_bs3_trainseed10_test200,harness_report
raw/prompt_eng/multi_label_joint/20260511_075959,raw,20260511_075959,,20260511_075959,multi_label_joint,,,,,,,,,full,,0.7705413105413105,76.87415820010938,,True,json,2026-05-11T08:01:25.956328+00:00,raw/prompt_eng/multi_label_joint/20260511_075959,metadata_only
gepa_mipro/banking-10/eval/20260521_095314,gepa_mipro,20260521_095314,,20260521_095314,,,,10.0,10.0,,,,,preliminary,0.9,0.7666666666666666,,,True,json,,gepa_mipro/banking-10/eval/20260521_095314,metrics_json
evaluate_google_llm/20260503_091005/google_genai_gemini31_flash_think_low_implicit_hate_bs10_trainseed10_test200,evaluate_google_llm,20260503_091005,google_genai_gemini31_flash_think_low_implicit_hate_bs10_trainseed10_test200,google_genai_gemini31_flash_think_low_implicit_hate_bs10_trainseed10_test200,google_genai_gemini31_flash_think_low_implicit_hate_bs10_trainseed10_test200,google_genai_batch:gemini-3.1-flash-lite-preview,implicit_hate,200.0,,google_genai_chat,gemini-3.1-flash-lite-preview,low,10.0,full,0.775,0.7640953054965793,,102.30536110000685,True,csv,2026-05-04T07:47:13.501448+00:00,evaluate_google_llm/20260503_091005/google_genai_gemini31_flash_think_low_implicit_hate_bs10_trainseed10_test200,harness_report
extended_evaluation_ml/20260430_105611/svm_banking-10_test200,extended_evaluation_ml,20260430_105611,svm_banking-10_test200,svm_banking-10_test200,svm_banking-10_test200,sklearn_tfidf_svm,banking-10,200.0,,sklearn_svm,,,,full,0.77,0.7633655667651972,,0.0038500000373460352,True,csv,2026-04-30T10:56:21.004842+00:00,extended_evaluation_ml/20260430_105611/svm_banking-10_test200,harness_report
baseline_performance/20260428_075211/svm_banking10_test200,baseline_performance,20260428_075211,svm_banking10_test200,svm_banking10_test200,svm_banking10_test200,sklearn_tfidf_svm,banking-10,200.0,,sklearn_svm,,,,full,0.77,0.7633655667651972,,0.00974599999608472,True,csv,2026-04-28T07:57:33.813672+00:00,baseline_performance/20260428_075211/svm_banking10_test200,harness_report
extended_evaluation_ml/20260430_105611/emb_umap_head_knn_banking-10_trainseed100_test200,extended_evaluation_ml,20260430_105611,emb_umap_head_knn_banking-10_trainseed100_test200,emb_umap_head_knn_banking-10_trainseed100_test200,emb_umap_head_knn_banking-10_trainseed100_test200,emb_umap_head,banking-10,200.0,,emb_umap_head,,,,full,0.77,0.7606843644013314,,1.6697838000254706,True,csv,2026-04-30T10:58:11.113928+00:00,extended_evaluation_ml/20260430_105611/emb_umap_head_knn_banking-10_trainseed100_test200,harness_report
prompt_eng/20260519_134732/multilabel_confusion_probe/multilabel_gemini31_flash_think_high_implicit_hate_test200,prompt_eng,20260519_134732,multilabel_confusion_probe,multilabel_gemini31_flash_think_high_implicit_hate_test200,multilabel_confusion_probe,multilabel_confusion_probe:gemini-3.1-flash-lite-preview,implicit_hate,200.0,200.0,multilabel_confusion_probe,gemini-3.1-flash-lite-preview,high,3.0,full,0.765,0.7524687294272547,1194.5776713001542,1192.881192700006,True,csv,2026-05-19T14:07:26.680131+00:00,prompt_eng/20260519_134732/multilabel_confusion_probe/multilabel_gemini31_flash_think_high_implicit_hate_test200,harness_report
extended_evaluation_ml/20260430_105611/emb_umap_head_logreg_banking-10_trainseed100_test200,extended_evaluation_ml,20260430_105611,emb_umap_head_logreg_banking-10_trainseed100_test200,emb_umap_head_logreg_banking-10_trainseed100_test200,emb_umap_head_logreg_banking-10_trainseed100_test200,emb_umap_head,banking-10,200.0,,emb_umap_head,,,,full,0.76,0.7524573482915243,,1.6955159999779426,True,csv,2026-04-30T10:58:08.411662+00:00,extended_evaluation_ml/20260430_105611/emb_umap_head_logreg_banking-10_trainseed100_test200,harness_report
evaluate_google_llm/20260503_091005/google_genai_gemma4_31b_think_high_implicit_hate_bs5_trainseed10_test200,evaluate_google_llm,20260503_091005,google_genai_gemma4_31b_think_high_implicit_hate_bs5_trainseed10_test200,google_genai_gemma4_31b_think_high_implicit_hate_bs5_trainseed10_test200,google_genai_gemma4_31b_think_high_implicit_hate_bs5_trainseed10_test200,google_genai_batch:gemma-4-31b-it,implicit_hate,200.0,,google_genai_chat,gemma-4-31b-it,high,5.0,full,0.76,0.7411282493797864,,271.5612620000029,True,csv,2026-05-04T08:44:45.137588+00:00,evaluate_google_llm/20260503_091005/google_genai_gemma4_31b_think_high_implicit_hate_bs5_trainseed10_test200,harness_report
evaluate_google_llm/20260503_091005/google_genai_gemini31_flash_think_high_implicit_hate_bs3_trainseed10_test200,evaluate_google_llm,20260503_091005,google_genai_gemini31_flash_think_high_implicit_hate_bs3_trainseed10_test200,google_genai_gemini31_flash_think_high_implicit_hate_bs3_trainseed10_test200,google_genai_gemini31_flash_think_high_implicit_hate_bs3_trainseed10_test200,google_genai_batch:gemini-3.1-flash-lite-preview,implicit_hate,200.0,,google_genai_chat,gemini-3.1-flash-lite-preview,high,3.0,full,0.755,0.7406789976449419,,541.8988195999991,True,csv,2026-05-04T07:56:16.553022+00:00,evaluate_google_llm/20260503_091005/google_genai_gemini31_flash_think_high_implicit_hate_bs3_trainseed10_test200,harness_report
hf_llms_comparison/20260425_080936/ag_news/gpt_oss_20b,hf_llms_comparison,20260425_080936,ag_news,gpt_oss_20b,hf_llms_comparison,gpt_oss_20b,ag_news,50.0,50.0,hf_openrouter,gpt_oss_20b,,,final,0.76,0.7373737373737375,,,True,legacy_long_csv,,hf_llms_comparison/20260425_080936,hf_llms_metrics_csv
mvp4_results/glue_sst2/setfit_MiniLM/train100,mvp4_results,,glue_sst2,setfit_MiniLM_train100,mvp4,setfit_MiniLM,glue_sst2,872.0,872.0,BERT,setfit_MiniLM,,,final,0.7374,0.7373,942.3100000000001,0.35,True,legacy_csv,,mvp4_results/glue_sst2,mvp4_final_results
raw/prompt_eng/gepa_light_batch_opt/20260514_111314,raw,20260514_111314,,20260514_111314,gepa_light_batch_opt,,,,,,,,,full,0.74,0.7366666666666667,4246.683936399873,,True,json,2026-05-14T12:24:15.046443+00:00,raw/prompt_eng/gepa_light_batch_opt/20260514_111314,metadata_only
evaluate_google_llm/20260503_091005/google_genai_gemini31_flash_think_low_implicit_hate_bs5_trainseed10_test200,evaluate_google_llm,20260503_091005,google_genai_gemini31_flash_think_low_implicit_hate_bs5_trainseed10_test200,google_genai_gemini31_flash_think_low_implicit_hate_bs5_trainseed10_test200,google_genai_gemini31_flash_think_low_implicit_hate_bs5_trainseed10_test200,google_genai_batch:gemini-3.1-flash-lite-preview,implicit_hate,200.0,,google_genai_chat,gemini-3.1-flash-lite-preview,low,5.0,full,0.75,0.736036321402175,,140.48269769991748,True,csv,2026-05-04T07:45:30.539569+00:00,evaluate_google_llm/20260503_091005/google_genai_gemini31_flash_think_low_implicit_hate_bs5_trainseed10_test200,harness_report
hf_llms_comparison/20260425_102439/tweet_sentiment/mixtral_8x22b,hf_llms_comparison,20260425_102439,tweet_sentiment,mixtral_8x22b,hf_llms_comparison,mixtral_8x22b,tweet_sentiment,50.0,50.0,hf_openrouter,mixtral_8x22b,,,final,0.7714285714285715,0.7358851674641148,,,True,legacy_long_csv,,hf_llms_comparison/20260425_102439,hf_llms_metrics_csv
extended_evaluation_ml/20260430_105611/emb_umap_head_xgb_banking-10_trainseed100_test200,extended_evaluation_ml,20260430_105611,emb_umap_head_xgb_banking-10_trainseed100_test200,emb_umap_head_xgb_banking-10_trainseed100_test200,emb_umap_head_xgb_banking-10_trainseed100_test200,emb_umap_head,banking-10,200.0,,emb_umap_head,,,,full,0.735,0.7344283779004159,,6.887679199979175,True,csv,2026-04-30T10:58:05.608946+00:00,extended_evaluation_ml/20260430_105611/emb_umap_head_xgb_banking-10_trainseed100_test200,harness_report
evaluate_google_llm/20260503_091005/google_genai_gemini31_flash_think_low_implicit_hate_bs3_trainseed10_test200,evaluate_google_llm,20260503_091005,google_genai_gemini31_flash_think_low_implicit_hate_bs3_trainseed10_test200,google_genai_gemini31_flash_think_low_implicit_hate_bs3_trainseed10_test200,google_genai_gemini31_flash_think_low_implicit_hate_bs3_trainseed10_test200,google_genai_batch:gemini-3.1-flash-lite-preview,implicit_hate,200.0,,google_genai_chat,gemini-3.1-flash-lite-preview,low,3.0,full,0.745,0.7338135128787285,,266.48932429996785,True,csv,2026-05-04T07:43:09.147502+00:00,evaluate_google_llm/20260503_091005/google_genai_gemini31_flash_think_low_implicit_hate_bs3_trainseed10_test200,harness_report
prompt_eng/20260519_134732/self_debate/self_debate_gemini31_flash_think_high_implicit_hate_test200,prompt_eng,20260519_134732,self_debate,self_debate_gemini31_flash_think_high_implicit_hate_test200,self_debate,self_debate:gemini-3.1-flash-lite-preview,implicit_hate,200.0,200.0,self_debate,gemini-3.1-flash-lite-preview,high,3.0,full,0.7526315789473684,0.7317593343546304,1401.4211503998376,1400.323689899873,True,csv,2026-05-19T14:30:48.142709+00:00,prompt_eng/20260519_134732/self_debate/self_debate_gemini31_flash_think_high_implicit_hate_test200,harness_report
evaluate_google_llm/20260503_091005/google_genai_gemma4_31b_think_high_implicit_hate_bs3_trainseed10_test200,evaluate_google_llm,20260503_091005,google_genai_gemma4_31b_think_high_implicit_hate_bs3_trainseed10_test200,google_genai_gemma4_31b_think_high_implicit_hate_bs3_trainseed10_test200,google_genai_gemma4_31b_think_high_implicit_hate_bs3_trainseed10_test200,google_genai_batch:gemma-4-31b-it,implicit_hate,200.0,,google_genai_chat,gemma-4-31b-it,high,3.0,full,0.75,0.7303419264372775,,298.333544800058,True,csv,2026-05-04T08:40:12.475757+00:00,evaluate_google_llm/20260503_091005/google_genai_gemma4_31b_think_high_implicit_hate_bs3_trainseed10_test200,harness_report
evaluate_google_llm/20260503_091005/google_genai_gemma3_27b_implicit_hate_bs10_trainseed10_test200,evaluate_google_llm,20260503_091005,google_genai_gemma3_27b_implicit_hate_bs10_trainseed10_test200,google_genai_gemma3_27b_implicit_hate_bs10_trainseed10_test200,google_genai_gemma3_27b_implicit_hate_bs10_trainseed10_test200,google_genai_batch:gemma-3-27b-it,implicit_hate,200.0,,google_genai_chat,gemma-3-27b-it,off,10.0,full,0.73,0.72997299729973,,80.0900474000955,True,csv,2026-05-04T10:02:13.882789+00:00,evaluate_google_llm/20260503_091005/google_genai_gemma3_27b_implicit_hate_bs10_trainseed10_test200,harness_report
extended_evaluation_llm/20260430_122210/gemma_tweet_eval_irony_test200,extended_evaluation_llm,20260430_122210,gemma_tweet_eval_irony_test200,gemma_tweet_eval_irony_test200,gemma_tweet_eval_irony_test200,openai_compat_chat_batch:gemma-3-4b-it,tweet_eval_irony,200.0,,google_openai_chat,gemma-3-4b-it,,5.0,full,0.73,0.7298919567827131,,65.14443250000477,True,csv,2026-04-30T12:25:28.699816+00:00,extended_evaluation_llm/20260430_122210/gemma_tweet_eval_irony_test200,harness_report
evaluate_google_llm/20260503_091005/google_genai_gemma4_31b_think_high_pubmed_20k_rct_bs3_trainseed10_test200,evaluate_google_llm,20260503_091005,google_genai_gemma4_31b_think_high_pubmed_20k_rct_bs3_trainseed10_test200,google_genai_gemma4_31b_think_high_pubmed_20k_rct_bs3_trainseed10_test200,google_genai_gemma4_31b_think_high_pubmed_20k_rct_bs3_trainseed10_test200,google_genai_batch:gemma-4-31b-it,pubmed_20k_rct,200.0,,google_genai_chat,gemma-4-31b-it,high,3.0,full,0.775,0.7263791918647496,,633.89204289997,True,csv,2026-05-04T09:04:16.554612+00:00,evaluate_google_llm/20260503_091005/google_genai_gemma4_31b_think_high_pubmed_20k_rct_bs3_trainseed10_test200,harness_report
raw/prompt_eng/with_targeted_prompt/20260511_093348,raw,20260511_093348,,20260511_093348,with_targeted_prompt,,,,,,,,,full,0.8333333333333334,0.7254545454545454,15.161846800008789,,True,json,2026-05-11T09:34:34.612141+00:00,raw/prompt_eng/with_targeted_prompt/20260511_093348,metadata_only
mvp4_results/tweet_eval_sentiment/gemma-3-4b-it/train30,mvp4_results,,tweet_eval_sentiment,gemma-3-4b-it_train30,mvp4,gemma-3-4b-it,tweet_eval_sentiment,30.0,30.0,LLM,gemma-3-4b-it,,,final,0.7333,0.7211,32.2,32.2,True,legacy_csv,,mvp4_results/tweet_eval_sentiment,mvp4_final_results
raw/prompt_eng/with_targeted_prompt/20260510_220352,raw,20260510_220352,,20260510_220352,with_targeted_prompt,,,,,,,,,full,0.8,0.7192207792207792,29.66766500007361,,True,json,2026-05-10T22:04:48.336738+00:00,raw/prompt_eng/with_targeted_prompt/20260510_220352,metadata_only
evaluate_google_llm/20260503_091005/google_genai_gemma4_31b_think_high_implicit_hate_bs10_trainseed10_test200,evaluate_google_llm,20260503_091005,google_genai_gemma4_31b_think_high_implicit_hate_bs10_trainseed10_test200,google_genai_gemma4_31b_think_high_implicit_hate_bs10_trainseed10_test200,google_genai_gemma4_31b_think_high_implicit_hate_bs10_trainseed10_test200,google_genai_batch:gemma-4-31b-it,implicit_hate,200.0,,google_genai_chat,gemma-4-31b-it,high,10.0,full,0.74,0.7161262146522547,,154.327592000016,True,csv,2026-05-04T08:47:19.995451+00:00,evaluate_google_llm/20260503_091005/google_genai_gemma4_31b_think_high_implicit_hate_bs10_trainseed10_test200,harness_report
hf_llms_comparison/20260425_102439/tweet_sentiment/gpt_oss_20b,hf_llms_comparison,20260425_102439,tweet_sentiment,gpt_oss_20b,hf_llms_comparison,gpt_oss_20b,tweet_sentiment,50.0,50.0,hf_openrouter,gpt_oss_20b,,,final,0.75,0.7144747725392887,,,True,legacy_long_csv,,hf_llms_comparison/20260425_102439,hf_llms_metrics_csv
evaluate_google_llm/20260503_091005/google_genai_gemma4_31b_think_high_pubmed_20k_rct_bs5_trainseed10_test200,evaluate_google_llm,20260503_091005,google_genai_gemma4_31b_think_high_pubmed_20k_rct_bs5_trainseed10_test200,google_genai_gemma4_31b_think_high_pubmed_20k_rct_bs5_trainseed10_test200,google_genai_gemma4_31b_think_high_pubmed_20k_rct_bs5_trainseed10_test200,google_genai_batch:gemma-4-31b-it,pubmed_20k_rct,200.0,,google_genai_chat,gemma-4-31b-it,high,5.0,full,0.765,0.7130332923683307,,637.7579695999157,True,csv,2026-05-04T09:14:55.428845+00:00,evaluate_google_llm/20260503_091005/google_genai_gemma4_31b_think_high_pubmed_20k_rct_bs5_trainseed10_test200,harness_report
raw/prompt_eng/centroid_fewshot/20260512_100019,raw,20260512_100019,,20260512_100019,centroid_fewshot,,,,,,,,,full,0.85,0.7093333333333333,130.90587830008008,,True,json,2026-05-12T10:03:32.011740+00:00,raw/prompt_eng/centroid_fewshot/20260512_100019,metadata_only
