dataset,model,batch_no,model_id,stage,attempt,error
social_bias_frames,qwen_1_5b,4,Qwen/Qwen2.5-1.5B-Instruct,without_logprobs,2,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ec69af-059bd33836f06fca4b845c03;8df66cf7-bbd4-46dc-9ed4-d481dd9d9672)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,qwen_1_5b,4,Qwen/Qwen2.5-1.5B-Instruct,without_logprobs,3,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ec69b0-50b6dbcd1e5d48530a650828;46a64d17-d0da-44bd-a5f2-549965e23f6f)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,qwen_1_5b,4,Qwen/Qwen2.5-1.5B-Instruct,without_logprobs,4,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ec69b2-6d01c1296dcade9e7d98f866;36761002-682e-44ec-a86b-988b3fa298ad)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,qwen_1_5b,4,Qwen/Qwen2.5-1.5B-Instruct,without_logprobs,5,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ec69b3-38315e374afaae3d5d451b9a;71168abb-8310-4dc6-b760-49b4a4975abd)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,qwen_1_5b,4,Qwen/Qwen2.5-1.5B-Instruct,without_logprobs,6,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ec69b4-20b790c934e543ab02678332;3c946b8b-e23f-45a5-a030-514c4b6b50d2)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,qwen_1_5b,4,Qwen/Qwen2.5-1.5B-Instruct,without_logprobs,7,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ec69b5-1c0b9fa83c70e60024112734;60c218f2-35d0-4324-8078-1852a10e76bb)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,qwen_1_5b,4,Qwen/Qwen2.5-1.5B-Instruct,without_logprobs,8,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ec69b6-7d21d6985b26df8137d4ae60;f6f79460-8d39-400a-8a8b-e0a1e088aad7)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,qwen_1_5b,4,Qwen/Qwen2.5-1.5B-Instruct,without_logprobs,9,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ec69b7-04b5477921273715570e00a8;4c839fcf-6644-41e6-93f8-ed96d479d163)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,qwen_1_5b,5,Qwen/Qwen2.5-1.5B-Instruct,with_logprobs,1,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ec69b8-17485b77683b076849c9e862;7a14bc77-917a-4f0d-be72-fe692e7966d0)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,qwen_1_5b,5,Qwen/Qwen2.5-1.5B-Instruct,with_logprobs,2,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ec69b9-40f58a773c85262843eab723;91e0fd38-6aaa-4d7d-a0af-085c070519d5)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,qwen_1_5b,5,Qwen/Qwen2.5-1.5B-Instruct,with_logprobs,3,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ec69ba-6070ad4d37460a876fe845f1;8bc3d4af-f632-4409-ad93-296b92493e9d)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,qwen_1_5b,5,Qwen/Qwen2.5-1.5B-Instruct,with_logprobs,4,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ec69bb-45d1c29f2fb60b5552cc3008;5293c8a8-d648-4206-a364-a549fb9177f2)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,llama_8b,3,meta-llama/Meta-Llama-3-8B-Instruct,with_logprobs,1,"402 Client Error: Payment Required for url: https://router.huggingface.co/novita/v3/openai/chat/completions (Request ID: Root=1-69ec69eb-0c2997277863d3635d495f00;a2908860-e76c-498e-920c-de19fa0b939a)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,llama_8b,3,meta-llama/Meta-Llama-3-8B-Instruct,with_logprobs,2,"402 Client Error: Payment Required for url: https://router.huggingface.co/novita/v3/openai/chat/completions (Request ID: Root=1-69ec69ed-243115957911bce25bee515b;5b6cbed0-3e5c-4c83-9c94-dfde4c89c490)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,llama_8b,3,meta-llama/Meta-Llama-3-8B-Instruct,with_logprobs,3,"402 Client Error: Payment Required for url: https://router.huggingface.co/novita/v3/openai/chat/completions (Request ID: Root=1-69ec69ee-370c0257042fd2bb4f41519e;318437bf-b05d-4742-953e-29260407e9cd)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,llama_8b,3,meta-llama/Meta-Llama-3-8B-Instruct,with_logprobs,4,"402 Client Error: Payment Required for url: https://router.huggingface.co/novita/v3/openai/chat/completions (Request ID: Root=1-69ec69ef-769a832909b584fe644793ac;72f5de91-880b-47cc-9f19-94c7c628fc2a)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,llama_8b,3,meta-llama/Meta-Llama-3-8B-Instruct,with_logprobs,5,"402 Client Error: Payment Required for url: https://router.huggingface.co/novita/v3/openai/chat/completions (Request ID: Root=1-69ec69f0-62e4f7be55efbf622188e4d3;b7fee73d-80a0-4dd5-b756-913cefc8b5d0)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,llama_8b,3,meta-llama/Meta-Llama-3-8B-Instruct,with_logprobs,6,"402 Client Error: Payment Required for url: https://router.huggingface.co/novita/v3/openai/chat/completions (Request ID: Root=1-69ec69f1-7054736c116ce1f66f52e4d5;aea2f5f7-16e5-49aa-a864-119a7ba5e298)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,llama_8b,3,meta-llama/Meta-Llama-3-8B-Instruct,with_logprobs,7,"402 Client Error: Payment Required for url: https://router.huggingface.co/novita/v3/openai/chat/completions (Request ID: Root=1-69ec69f2-4a4da7c5362fbd5842eeb291;184f6e43-db28-4718-9467-7eb810599c6e)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,llama_8b,3,meta-llama/Meta-Llama-3-8B-Instruct,with_logprobs,8,"402 Client Error: Payment Required for url: https://router.huggingface.co/novita/v3/openai/chat/completions (Request ID: Root=1-69ec69f3-7f89042d094922095615969e;00c81adf-c0d7-42a4-9ce0-b9fa00486818)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,llama_8b,3,meta-llama/Meta-Llama-3-8B-Instruct,with_logprobs,9,"402 Client Error: Payment Required for url: https://router.huggingface.co/novita/v3/openai/chat/completions (Request ID: Root=1-69ec69f5-5c54e157302f5aff24085e80;03982050-e506-4ed7-8523-7422d719d0eb)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,llama_8b,3,meta-llama/Meta-Llama-3-8B-Instruct,without_logprobs,1,"402 Client Error: Payment Required for url: https://router.huggingface.co/novita/v3/openai/chat/completions (Request ID: Root=1-69ec69f5-5856254b0bf42a6a61818642;579c68c3-7cf6-4e3d-b554-227a422a86b0)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,llama_8b,3,meta-llama/Meta-Llama-3-8B-Instruct,without_logprobs,2,"402 Client Error: Payment Required for url: https://router.huggingface.co/novita/v3/openai/chat/completions (Request ID: Root=1-69ec69f6-53ae2f037d81a47c40aafa77;b288b02a-8988-49d1-8470-5a7fdde95488)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,llama_8b,3,meta-llama/Meta-Llama-3-8B-Instruct,without_logprobs,3,"402 Client Error: Payment Required for url: https://router.huggingface.co/novita/v3/openai/chat/completions (Request ID: Root=1-69ec69f7-26c1d392626ee66e31a7aeab;883ce0dd-a6e9-4a23-b346-63b6baafdc74)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,llama_8b,3,meta-llama/Meta-Llama-3-8B-Instruct,without_logprobs,4,"402 Client Error: Payment Required for url: https://router.huggingface.co/novita/v3/openai/chat/completions (Request ID: Root=1-69ec69f8-3e7ae2ae4e3d915e0ad8eb61;365cb8c3-b930-449a-bec3-4104b6c2cbda)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,llama_8b,10,meta-llama/Meta-Llama-3-8B-Instruct,with_logprobs,1,"402 Client Error: Payment Required for url: https://router.huggingface.co/novita/v3/openai/chat/completions (Request ID: Root=1-69ec6a0e-128ac0f85408214033fba6c7;9c458de3-c03d-4f74-a7ed-eb128762861a)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,llama_8b,10,meta-llama/Meta-Llama-3-8B-Instruct,with_logprobs,2,"402 Client Error: Payment Required for url: https://router.huggingface.co/novita/v3/openai/chat/completions (Request ID: Root=1-69ec6a0f-6606e4862827c3a07c407fb0;f016ad4e-c726-4117-80e1-ad6cad3fdf37)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,llama_8b,10,meta-llama/Meta-Llama-3-8B-Instruct,with_logprobs,3,"402 Client Error: Payment Required for url: https://router.huggingface.co/novita/v3/openai/chat/completions (Request ID: Root=1-69ec6a10-43bb8b15624e96c04b536f10;9a7e81d0-a652-41fd-b092-3d62b7bb6101)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,llama_8b,10,meta-llama/Meta-Llama-3-8B-Instruct,with_logprobs,4,"402 Client Error: Payment Required for url: https://router.huggingface.co/novita/v3/openai/chat/completions (Request ID: Root=1-69ec6a11-187987ce3f347b4471645eea;164a642c-2a67-48a9-b0e4-aa1ab259968f)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,llama_8b,10,meta-llama/Meta-Llama-3-8B-Instruct,with_logprobs,5,"402 Client Error: Payment Required for url: https://router.huggingface.co/novita/v3/openai/chat/completions (Request ID: Root=1-69ec6a12-36e4abda10efe6240ee1c8b6;cd815bef-b209-4be2-854b-2f954cacd223)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,llama_8b,10,meta-llama/Meta-Llama-3-8B-Instruct,with_logprobs,6,"402 Client Error: Payment Required for url: https://router.huggingface.co/novita/v3/openai/chat/completions (Request ID: Root=1-69ec6a14-54415ebd13994e5150d9c6b0;bd90de11-315c-4a75-8a6f-b65df6dd8abe)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,llama_8b,10,meta-llama/Meta-Llama-3-8B-Instruct,with_logprobs,7,"402 Client Error: Payment Required for url: https://router.huggingface.co/novita/v3/openai/chat/completions (Request ID: Root=1-69ec6a15-188d32282fad3bcf2429936c;555d50d8-fd87-4c58-a852-7af505fdd16f)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,llama_8b,10,meta-llama/Meta-Llama-3-8B-Instruct,with_logprobs,8,"402 Client Error: Payment Required for url: https://router.huggingface.co/novita/v3/openai/chat/completions (Request ID: Root=1-69ec6a16-52f921866ead0ae9015e5f14;560ef5d6-ba5e-423a-a04d-4d885e33352f)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,llama_8b,10,meta-llama/Meta-Llama-3-8B-Instruct,with_logprobs,9,"402 Client Error: Payment Required for url: https://router.huggingface.co/novita/v3/openai/chat/completions (Request ID: Root=1-69ec6a17-59adc88d510580de773127fd;f9c706df-d745-4a49-b0ac-9bcaa6a472a3)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,llama_8b,10,meta-llama/Meta-Llama-3-8B-Instruct,without_logprobs,1,"402 Client Error: Payment Required for url: https://router.huggingface.co/novita/v3/openai/chat/completions (Request ID: Root=1-69ec6a17-52194ba02a47a9ab6f7c4f61;5d9999ac-f227-4fa5-a2f6-0ebc55fa429e)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,llama_8b,10,meta-llama/Meta-Llama-3-8B-Instruct,without_logprobs,2,"402 Client Error: Payment Required for url: https://router.huggingface.co/novita/v3/openai/chat/completions (Request ID: Root=1-69ec6a18-5a7ddcb07d4a04987b358618;a774ac1d-c714-4372-bb37-58ab2157912f)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,llama_8b,10,meta-llama/Meta-Llama-3-8B-Instruct,without_logprobs,3,"402 Client Error: Payment Required for url: https://router.huggingface.co/novita/v3/openai/chat/completions (Request ID: Root=1-69ec6a1a-344304c0146946e41d9be6a5;71f7258f-903e-42c1-b79c-812d5974eb68)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,llama_8b,10,meta-llama/Meta-Llama-3-8B-Instruct,without_logprobs,4,"402 Client Error: Payment Required for url: https://router.huggingface.co/novita/v3/openai/chat/completions (Request ID: Root=1-69ec6a1b-7b8b0bcc233d9f5f72a84bbb;4a1cae08-f34c-4fe8-a31f-48688ac2f528)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,llama_8b,10,meta-llama/Meta-Llama-3-8B-Instruct,without_logprobs,5,"402 Client Error: Payment Required for url: https://router.huggingface.co/novita/v3/openai/chat/completions (Request ID: Root=1-69ec6a1c-6680533d72db44e3366d593c;6579eb0b-5731-4f9b-8806-ea8361e90570)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,llama_8b,10,meta-llama/Meta-Llama-3-8B-Instruct,without_logprobs,6,"402 Client Error: Payment Required for url: https://router.huggingface.co/novita/v3/openai/chat/completions (Request ID: Root=1-69ec6a1d-0895eef608f0566b2bd2e551;b5aabbaf-81e4-4abf-a9d5-46aac4457577)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,llama_8b,10,meta-llama/Meta-Llama-3-8B-Instruct,without_logprobs,7,"402 Client Error: Payment Required for url: https://router.huggingface.co/novita/v3/openai/chat/completions (Request ID: Root=1-69ec6a1e-55e56e915b21f5c4157051f1;6567398b-b1de-42d2-86e8-537b0aaec6df)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,llama_8b,10,meta-llama/Meta-Llama-3-8B-Instruct,without_logprobs,8,"402 Client Error: Payment Required for url: https://router.huggingface.co/novita/v3/openai/chat/completions (Request ID: Root=1-69ec6a1f-19b3726a558d7fe848a9f4b2;3a978c7b-0a48-44b7-9270-c8aa4a1567cc)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,llama_8b,10,meta-llama/Meta-Llama-3-8B-Instruct,without_logprobs,9,"402 Client Error: Payment Required for url: https://router.huggingface.co/novita/v3/openai/chat/completions (Request ID: Root=1-69ec6a20-198046ff3f2186a27e23b537;09f7df14-90b9-43d1-9a1b-3960ecc921d5)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,gpt_oss_20b,1,openai/gpt-oss-20b,without_logprobs,1,"402 Client Error: Payment Required for url: https://router.huggingface.co/groq/openai/v1/chat/completions (Request ID: Root=1-69ec6a21-4861e3b37b44b0ef1a3e14d3;923fe3b2-a2b9-4781-b324-ba06e8615d9e)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,gpt_oss_20b,1,openai/gpt-oss-20b,without_logprobs,2,"402 Client Error: Payment Required for url: https://router.huggingface.co/groq/openai/v1/chat/completions (Request ID: Root=1-69ec6a22-439e1eeb7a97571a2eb5bc6d;38d5e17e-53ab-4bd1-87a5-bc47b2ac0713)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,gpt_oss_20b,1,openai/gpt-oss-20b,without_logprobs,3,"402 Client Error: Payment Required for url: https://router.huggingface.co/groq/openai/v1/chat/completions (Request ID: Root=1-69ec6a23-78d4dc946a6053d7795345a5;1125f281-d32e-4a78-82ac-f0cdc21c29a7)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,gpt_oss_20b,1,openai/gpt-oss-20b,without_logprobs,4,"402 Client Error: Payment Required for url: https://router.huggingface.co/groq/openai/v1/chat/completions (Request ID: Root=1-69ec6a24-76ce0ce92c5736a74c85cba2;d2f7a426-a9b7-44cc-ae30-17cce7dceb15)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,gpt_oss_20b,1,openai/gpt-oss-20b,without_logprobs,5,"402 Client Error: Payment Required for url: https://router.huggingface.co/groq/openai/v1/chat/completions (Request ID: Root=1-69ec6a25-44a63221466e54e171e0b078;6ab97dd6-9372-4782-9082-9ba9d006885d)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,gpt_oss_20b,1,openai/gpt-oss-20b,without_logprobs,6,"402 Client Error: Payment Required for url: https://router.huggingface.co/groq/openai/v1/chat/completions (Request ID: Root=1-69ec6a26-6da187dd3d151b2e0d70db03;3a60b30e-506b-4bb4-9d40-eff5ba16d70a)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,gpt_oss_20b,1,openai/gpt-oss-20b,without_logprobs,7,"402 Client Error: Payment Required for url: https://router.huggingface.co/groq/openai/v1/chat/completions (Request ID: Root=1-69ec6a28-7ccd9eac2f7ebb8c0ffae2c7;e8af1b4f-23d5-468f-aaed-6e27cf98e503)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,gpt_oss_20b,1,openai/gpt-oss-20b,without_logprobs,8,"402 Client Error: Payment Required for url: https://router.huggingface.co/groq/openai/v1/chat/completions (Request ID: Root=1-69ec6a29-74ad14e019fe4473459e09c9;97fd113a-718a-4565-aad2-4c9234387535)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,gpt_oss_20b,1,openai/gpt-oss-20b,without_logprobs,9,"402 Client Error: Payment Required for url: https://router.huggingface.co/groq/openai/v1/chat/completions (Request ID: Root=1-69ec6a2a-502db7e838c2e67747c3f203;648e4448-e036-4cd8-896a-c39c14eadd9d)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,gpt_oss_20b,2,openai/gpt-oss-20b,without_logprobs,1,"402 Client Error: Payment Required for url: https://router.huggingface.co/groq/openai/v1/chat/completions (Request ID: Root=1-69ec6a2a-0398548c62fb4e274961969a;bcc6662a-cc45-4e59-8937-97a363c74596)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,gpt_oss_20b,2,openai/gpt-oss-20b,without_logprobs,2,"402 Client Error: Payment Required for url: https://router.huggingface.co/groq/openai/v1/chat/completions (Request ID: Root=1-69ec6a2b-158f3e907a644d8406908faf;dc7cf08c-6cca-4385-a566-9930a195733f)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,gpt_oss_20b,2,openai/gpt-oss-20b,without_logprobs,3,"402 Client Error: Payment Required for url: https://router.huggingface.co/groq/openai/v1/chat/completions (Request ID: Root=1-69ec6a2c-50f85fe25e7e2b60384f6090;0d7cac6a-f8bb-4eef-9f47-c690df8f6f86)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,gpt_oss_20b,2,openai/gpt-oss-20b,without_logprobs,4,"402 Client Error: Payment Required for url: https://router.huggingface.co/groq/openai/v1/chat/completions (Request ID: Root=1-69ec6a2d-57fe9e44058c53e61ddf1ad6;0ce93e83-6491-4ef7-aeb4-e5afdfbb070f)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,gpt_oss_20b,2,openai/gpt-oss-20b,without_logprobs,5,"402 Client Error: Payment Required for url: https://router.huggingface.co/groq/openai/v1/chat/completions (Request ID: Root=1-69ec6a2f-00f1489a69cce34d0dccf77f;2dc67648-4f90-46a2-b494-9cd1fb39058f)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,gpt_oss_20b,2,openai/gpt-oss-20b,without_logprobs,6,"402 Client Error: Payment Required for url: https://router.huggingface.co/groq/openai/v1/chat/completions (Request ID: Root=1-69ec6a30-545428104537b4d54bdd8c0f;08e4aae6-6cc7-4acd-ab0b-8712e2017c6b)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,gpt_oss_20b,2,openai/gpt-oss-20b,without_logprobs,7,"402 Client Error: Payment Required for url: https://router.huggingface.co/groq/openai/v1/chat/completions (Request ID: Root=1-69ec6a31-1328ac9d727b079437f51d15;f899eb79-f1ce-4e6f-bbc8-a11b726030e1)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,gpt_oss_20b,2,openai/gpt-oss-20b,without_logprobs,8,"402 Client Error: Payment Required for url: https://router.huggingface.co/groq/openai/v1/chat/completions (Request ID: Root=1-69ec6a32-653cb98a0ae8fdd5684c9302;c975c262-f91c-4abb-b8e9-8ef7827a2f90)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,gpt_oss_20b,2,openai/gpt-oss-20b,without_logprobs,9,"402 Client Error: Payment Required for url: https://router.huggingface.co/groq/openai/v1/chat/completions (Request ID: Root=1-69ec6a33-7add67ac426ad3c424efb3e6;8935e1cd-9763-4316-810f-9f9ca5b9ae36)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,gpt_oss_20b,3,openai/gpt-oss-20b,without_logprobs,1,"402 Client Error: Payment Required for url: https://router.huggingface.co/groq/openai/v1/chat/completions (Request ID: Root=1-69ec6a34-4c9b7c0708eb874863c264d8;107a79f8-436b-42b2-8e94-30171b8e8ceb)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,gpt_oss_20b,10,openai/gpt-oss-20b,without_logprobs,1,"402 Client Error: Payment Required for url: https://router.huggingface.co/groq/openai/v1/chat/completions (Request ID: Root=1-69ec6a3a-7e6a97ed467a437154d9344d;ded66086-33e7-4883-97c7-ba5fd0a161a0)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,gpt_oss_20b,10,openai/gpt-oss-20b,without_logprobs,2,"402 Client Error: Payment Required for url: https://router.huggingface.co/groq/openai/v1/chat/completions (Request ID: Root=1-69ec6a3c-64ed6cc33a5d313520cac8b7;bb841df6-3b63-4da0-a59e-0cfe708fe10e)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,gpt_oss_20b,10,openai/gpt-oss-20b,without_logprobs,3,"402 Client Error: Payment Required for url: https://router.huggingface.co/groq/openai/v1/chat/completions (Request ID: Root=1-69ec6a3d-32c2621a01e7cf6d6a5a3d56;e299a57f-40e0-41a4-a841-ce8d946777d8)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
social_bias_frames,gpt_oss_20b,10,openai/gpt-oss-20b,without_logprobs,4,"402 Client Error: Payment Required for url: https://router.huggingface.co/groq/openai/v1/chat/completions (Request ID: Root=1-69ec6a3e-2c3baff95e31d40f38f6ba56;1ad224d0-5f14-40b4-b3e4-c410910064c6)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
