dataset,model,batch_no,model_id,stage,error
tweet_sentiment,mixtral_8x22b,17,mistralai/Mixtral-8x22B-Instruct-v0.1,with_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/nscale/v1/chat/completions (Request ID: Root=1-69ebe4cf-5975748b44790366408daa2f;a912f51c-33ca-4195-91a7-fb3cdefc6997)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
tweet_sentiment,mixtral_8x22b,17,mistralai/Mixtral-8x22B-Instruct-v0.1,without_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/nscale/v1/chat/completions (Request ID: Root=1-69ebe4cf-42ae4e894d29a35040a030d2;f96a0777-b1a7-44d3-9f44-0c8089164a70)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,qwen_1_5b,1,Qwen/Qwen2.5-1.5B-Instruct,with_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ebe4cf-5c55d0dc1aa32f1a43e9a235;1988f1b5-9210-4bf1-bf88-9437fcb5931b)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,qwen_1_5b,1,Qwen/Qwen2.5-1.5B-Instruct,without_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ebe4d0-7e3a48cb24240e72316ceb2c;e16e100f-5261-4a54-bfa6-1f0be1cacd81)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,qwen_1_5b,2,Qwen/Qwen2.5-1.5B-Instruct,with_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ebe4d0-37193da902c69c10364ba0e5;419ac38c-fe86-4dbd-a878-83749f581cc0)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,qwen_1_5b,2,Qwen/Qwen2.5-1.5B-Instruct,without_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ebe4d1-7440fa987c2a4bbf3c605067;00a44d54-fc1b-4616-9002-35e96d56d938)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,qwen_1_5b,3,Qwen/Qwen2.5-1.5B-Instruct,with_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ebe4d1-0c1e1d411358b5935c7f9d35;d337c56a-6cd7-4102-a9d9-7c3a30019ce3)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,qwen_1_5b,3,Qwen/Qwen2.5-1.5B-Instruct,without_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ebe4d1-22cb91a7289028d0795a0d01;a6fc9552-b4bc-428d-8577-681f5ef70e5b)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,qwen_1_5b,4,Qwen/Qwen2.5-1.5B-Instruct,with_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ebe4d2-53f5ab6f106117f55926c31e;fb5eab60-866c-43b7-bdf5-2068ca44a228)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,qwen_1_5b,4,Qwen/Qwen2.5-1.5B-Instruct,without_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ebe4d2-2a89c0e1110f882151cebb75;56c65fe4-ba9d-44d8-9155-beaaf6b1a87b)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,qwen_1_5b,5,Qwen/Qwen2.5-1.5B-Instruct,with_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ebe4d2-7b5456bc1960b2f355319d63;3aae15b9-9184-4c8c-ae32-bfb2c469e96d)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,qwen_1_5b,5,Qwen/Qwen2.5-1.5B-Instruct,without_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ebe4d2-6846a68f53e7569d5fa51ad9;3a861032-d903-486a-8877-96b0f97a01ac)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,qwen_1_5b,6,Qwen/Qwen2.5-1.5B-Instruct,with_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ebe4d3-4a3adbec0c3e13a86fdac275;f79254e3-c9d4-453c-ab0a-0a1603c92f7d)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,qwen_1_5b,6,Qwen/Qwen2.5-1.5B-Instruct,without_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ebe4d3-597a713f245f573f01d79fd2;cb7cc6d9-40c0-4276-a50d-d588d023c045)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,qwen_1_5b,7,Qwen/Qwen2.5-1.5B-Instruct,with_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ebe4d4-42e347443b6118f734620f40;c7596e4f-d642-4a4b-83b3-dbce006651ab)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,qwen_1_5b,7,Qwen/Qwen2.5-1.5B-Instruct,without_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ebe4d4-78cbf57d14a133e20775d032;504362e7-5f24-4130-a2e6-54fb01f0975f)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,qwen_1_5b,8,Qwen/Qwen2.5-1.5B-Instruct,with_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ebe4d4-7a67e5320e4ddd821c72e00f;3ae72730-041e-4894-976e-3b8ae91a8537)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,qwen_1_5b,8,Qwen/Qwen2.5-1.5B-Instruct,without_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ebe4d4-5e6a829837a71c450ffef93c;a22feda9-56a5-4cb3-a42b-1da5e9869746)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,qwen_1_5b,9,Qwen/Qwen2.5-1.5B-Instruct,with_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ebe4d5-5be56d9246e6133677a19f91;10415219-ef9b-46a8-8e13-2ed951f91a91)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,qwen_1_5b,9,Qwen/Qwen2.5-1.5B-Instruct,without_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ebe4d5-3e72a477783886dd4cd1197f;10c8e414-e51e-4253-95e9-5fa8ae7b6082)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,qwen_1_5b,10,Qwen/Qwen2.5-1.5B-Instruct,with_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ebe4d5-240dbded72b12b16014a39ae;3c421b53-6f70-4d92-89ba-9c78121313d2)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,qwen_1_5b,10,Qwen/Qwen2.5-1.5B-Instruct,without_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ebe4d6-1136183d6ba798842c034db3;2acddc95-7556-4699-97a0-30f208ed0896)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,qwen_1_5b,11,Qwen/Qwen2.5-1.5B-Instruct,with_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ebe4d6-5b1b8b9c0b5c56a942e506e6;76c5097c-8b52-446f-b9a2-15b3584cd4e5)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,qwen_1_5b,11,Qwen/Qwen2.5-1.5B-Instruct,without_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ebe4d7-212335e92a37cb891a685187;79348c74-e24a-4be5-aa08-5de1d240e785)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,qwen_1_5b,12,Qwen/Qwen2.5-1.5B-Instruct,with_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ebe4d7-1db3da8166b339e80b909520;9bbc6a27-99e5-4bf9-a275-2c2a17045e0a)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,qwen_1_5b,12,Qwen/Qwen2.5-1.5B-Instruct,without_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ebe4d7-604927f70b545e7f61cef17c;f2ccd008-283e-445b-9cc6-f9cf1115a35b)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,qwen_1_5b,13,Qwen/Qwen2.5-1.5B-Instruct,with_logprobs,"(Request ID: Root=1-69ebe4d8-7bfb38c7159f6d3345ec60c2;596b787e-9e55-4ffb-9721-2b85bc2de22c)

Bad request:
{'message': ""This model's maximum context length is 32768 tokens. However, you requested 500 output tokens and your prompt contains at least 32269 input tokens, for a total of at least 32769 tokens. Please reduce the length of the input prompt or the number of requested output tokens. (parameter=input_tokens, value=32269)"", 'type': 'invalid_request_error', 'param': None, 'code': 'bad_request'}"
lex_scotus,qwen_1_5b,13,Qwen/Qwen2.5-1.5B-Instruct,without_logprobs,"(Request ID: Root=1-69ebe4d9-2a61cded7e5a40a73044c815;bc4b79ff-5004-475f-b569-3a7f524fff98)

Bad request:
{'message': ""This model's maximum context length is 32768 tokens. However, you requested 500 output tokens and your prompt contains at least 32269 input tokens, for a total of at least 32769 tokens. Please reduce the length of the input prompt or the number of requested output tokens. (parameter=input_tokens, value=32269)"", 'type': 'invalid_request_error', 'param': None, 'code': 'bad_request'}"
lex_scotus,qwen_1_5b,15,Qwen/Qwen2.5-1.5B-Instruct,with_logprobs,"(Request ID: Root=1-69ebe4ef-627b59117d12c93c2801908b;2e0c9233-055d-45be-be2e-cddad6930ded)

Bad request:
{'message': ""This model's maximum context length is 32768 tokens. However, you requested 500 output tokens and your prompt contains at least 32269 input tokens, for a total of at least 32769 tokens. Please reduce the length of the input prompt or the number of requested output tokens. (parameter=input_tokens, value=32269)"", 'type': 'invalid_request_error', 'param': None, 'code': 'bad_request'}"
lex_scotus,qwen_1_5b,15,Qwen/Qwen2.5-1.5B-Instruct,without_logprobs,"(Request ID: Root=1-69ebe4f0-535433906ef42a1b6d6d9f56;63bacce1-0969-40c3-bf99-32a3ed1b9339)

Bad request:
{'message': ""This model's maximum context length is 32768 tokens. However, you requested 500 output tokens and your prompt contains at least 32269 input tokens, for a total of at least 32769 tokens. Please reduce the length of the input prompt or the number of requested output tokens. (parameter=input_tokens, value=32269)"", 'type': 'invalid_request_error', 'param': None, 'code': 'bad_request'}"
lex_scotus,qwen_1_5b,16,Qwen/Qwen2.5-1.5B-Instruct,with_logprobs,"(Request ID: Root=1-69ebe4f2-2f420aaa4215f0641e2c7df6;252d7c2c-2c85-43cc-b86b-f77c6e61b622)

Bad request:
{'message': ""This model's maximum context length is 32768 tokens. However, you requested 500 output tokens and your prompt contains at least 32269 input tokens, for a total of at least 32769 tokens. Please reduce the length of the input prompt or the number of requested output tokens. (parameter=input_tokens, value=32269)"", 'type': 'invalid_request_error', 'param': None, 'code': 'bad_request'}"
lex_scotus,qwen_1_5b,16,Qwen/Qwen2.5-1.5B-Instruct,without_logprobs,"(Request ID: Root=1-69ebe4f3-039f9ed5633f3c7f550019d4;96399c1f-5cae-4ab4-9d6f-41c202939f9f)

Bad request:
{'message': ""This model's maximum context length is 32768 tokens. However, you requested 500 output tokens and your prompt contains at least 32269 input tokens, for a total of at least 32769 tokens. Please reduce the length of the input prompt or the number of requested output tokens. (parameter=input_tokens, value=32269)"", 'type': 'invalid_request_error', 'param': None, 'code': 'bad_request'}"
lex_scotus,qwen_1_5b,17,Qwen/Qwen2.5-1.5B-Instruct,with_logprobs,"(Request ID: Root=1-69ebe4f5-18dce62114c7a4d646293ec8;0ae44265-9f7a-4300-bb55-5acf142ec71c)

Bad request:
{'message': ""This model's maximum context length is 32768 tokens. However, you requested 500 output tokens and your prompt contains at least 32269 input tokens, for a total of at least 32769 tokens. Please reduce the length of the input prompt or the number of requested output tokens. (parameter=input_tokens, value=32269)"", 'type': 'invalid_request_error', 'param': None, 'code': 'bad_request'}"
lex_scotus,qwen_1_5b,17,Qwen/Qwen2.5-1.5B-Instruct,without_logprobs,"(Request ID: Root=1-69ebe4f6-370d7f5516d55fad212d55f6;e1d92410-13ba-4486-9c8a-f810c18c6568)

Bad request:
{'message': ""This model's maximum context length is 32768 tokens. However, you requested 500 output tokens and your prompt contains at least 32269 input tokens, for a total of at least 32769 tokens. Please reduce the length of the input prompt or the number of requested output tokens. (parameter=input_tokens, value=32269)"", 'type': 'invalid_request_error', 'param': None, 'code': 'bad_request'}"
lex_scotus,llama_8b,1,meta-llama/Llama-3.1-8B-Instruct,with_logprobs,"(Request ID: Root=1-69ebe4f7-280db6f65fc0851d78b18e9c;b2e76e50-bb31-41d7-ac70-662ba799101a)

Bad request:"
lex_scotus,llama_8b,1,meta-llama/Llama-3.1-8B-Instruct,without_logprobs,"(Request ID: Root=1-69ebe4f9-06df0a261b05303a7441d55c;d4fad606-70e9-44b4-9b13-0d949a2d5395)

Bad request:"
lex_scotus,llama_8b,1,meta-llama/Llama-3.2-8B-Instruct,with_logprobs,"404 Client Error. (Request ID: Root=1-69ebe4fa-6474b46b1d27c181484fe74f;c3acbb7a-410c-4538-bfe2-445040e3ed8b)

Repository Not Found for url: https://huggingface.co/api/models/meta-llama/Llama-3.2-8B-Instruct?expand=inferenceProviderMapping.
Please make sure you specified the correct `repo_id` and `repo_type`.
If you are trying to access a private or gated repo, make sure you are authenticated. For more details, see https://huggingface.co/docs/huggingface_hub/authentication"
lex_scotus,llama_8b,1,meta-llama/Llama-3.2-8B-Instruct,without_logprobs,"404 Client Error. (Request ID: Root=1-69ebe4fa-18d1535a6766d24c2042417e;254a4170-a743-4de4-b6f2-6f42b7d48263)

Repository Not Found for url: https://huggingface.co/api/models/meta-llama/Llama-3.2-8B-Instruct?expand=inferenceProviderMapping.
Please make sure you specified the correct `repo_id` and `repo_type`.
If you are trying to access a private or gated repo, make sure you are authenticated. For more details, see https://huggingface.co/docs/huggingface_hub/authentication"
lex_scotus,llama_8b,2,meta-llama/Llama-3.1-8B-Instruct,with_logprobs,"(Request ID: Root=1-69ebe4fa-716209a90c4a798524c82397;872344c9-3e42-4eff-83b7-f475d7d32dbb)

Bad request:"
lex_scotus,llama_8b,2,meta-llama/Llama-3.1-8B-Instruct,without_logprobs,"(Request ID: Root=1-69ebe4fb-0976d77a739f663514d5e591;17a42f41-59f9-48f4-b6ec-a7826f6701ac)

Bad request:"
lex_scotus,llama_8b,2,meta-llama/Llama-3.2-8B-Instruct,with_logprobs,"404 Client Error. (Request ID: Root=1-69ebe4fc-08c6a69e3d5aee8c254866df;8e6dac7f-a2fe-4372-9484-b82ba88a9e83)

Repository Not Found for url: https://huggingface.co/api/models/meta-llama/Llama-3.2-8B-Instruct?expand=inferenceProviderMapping.
Please make sure you specified the correct `repo_id` and `repo_type`.
If you are trying to access a private or gated repo, make sure you are authenticated. For more details, see https://huggingface.co/docs/huggingface_hub/authentication"
lex_scotus,llama_8b,2,meta-llama/Llama-3.2-8B-Instruct,without_logprobs,"404 Client Error. (Request ID: Root=1-69ebe4fd-0c1774ff2ae2c37d53d84293;e919a856-ab8b-449e-85a0-7098ab7f39ac)

Repository Not Found for url: https://huggingface.co/api/models/meta-llama/Llama-3.2-8B-Instruct?expand=inferenceProviderMapping.
Please make sure you specified the correct `repo_id` and `repo_type`.
If you are trying to access a private or gated repo, make sure you are authenticated. For more details, see https://huggingface.co/docs/huggingface_hub/authentication"
lex_scotus,llama_8b,3,meta-llama/Llama-3.1-8B-Instruct,with_logprobs,"(Request ID: Root=1-69ebe4fd-553f97b56c9f0cbb3c8cfb33;a6d0811e-b947-498d-811c-73088258e591)

Bad request:"
lex_scotus,llama_8b,3,meta-llama/Llama-3.1-8B-Instruct,without_logprobs,"(Request ID: Root=1-69ebe4fe-7ab0438c38cddec956a10e98;b6ae84b5-c127-4cd5-9f31-c46e6c76b42b)

Bad request:"
lex_scotus,llama_8b,3,meta-llama/Llama-3.2-8B-Instruct,with_logprobs,"404 Client Error. (Request ID: Root=1-69ebe4ff-110b000d2c03fd50694ccbca;5a21e4af-7134-46a6-89b8-dc57d155d99e)

Repository Not Found for url: https://huggingface.co/api/models/meta-llama/Llama-3.2-8B-Instruct?expand=inferenceProviderMapping.
Please make sure you specified the correct `repo_id` and `repo_type`.
If you are trying to access a private or gated repo, make sure you are authenticated. For more details, see https://huggingface.co/docs/huggingface_hub/authentication"
lex_scotus,llama_8b,3,meta-llama/Llama-3.2-8B-Instruct,without_logprobs,"404 Client Error. (Request ID: Root=1-69ebe500-1e0cb9e71a8dc31748d79eb2;e50b864b-5b42-45a6-aec4-12fa81582ac2)

Repository Not Found for url: https://huggingface.co/api/models/meta-llama/Llama-3.2-8B-Instruct?expand=inferenceProviderMapping.
Please make sure you specified the correct `repo_id` and `repo_type`.
If you are trying to access a private or gated repo, make sure you are authenticated. For more details, see https://huggingface.co/docs/huggingface_hub/authentication"
lex_scotus,llama_8b,4,meta-llama/Llama-3.1-8B-Instruct,with_logprobs,"(Request ID: Root=1-69ebe500-3b33236a0d0813e4138b363c;cae7555e-3cfe-4d6c-b813-f755fbb9b5d8)

Bad request:"
lex_scotus,llama_8b,4,meta-llama/Llama-3.1-8B-Instruct,without_logprobs,"(Request ID: Root=1-69ebe501-74840ee365a353ac7cabbbd9;0ed586a2-ba91-44c7-899c-4f1a76f2e695)

Bad request:"
lex_scotus,llama_8b,4,meta-llama/Llama-3.2-8B-Instruct,with_logprobs,"404 Client Error. (Request ID: Root=1-69ebe502-2691c787094952715b787977;4d17ffe9-b72a-426d-9528-2de8d309e58e)

Repository Not Found for url: https://huggingface.co/api/models/meta-llama/Llama-3.2-8B-Instruct?expand=inferenceProviderMapping.
Please make sure you specified the correct `repo_id` and `repo_type`.
If you are trying to access a private or gated repo, make sure you are authenticated. For more details, see https://huggingface.co/docs/huggingface_hub/authentication"
lex_scotus,llama_8b,4,meta-llama/Llama-3.2-8B-Instruct,without_logprobs,"404 Client Error. (Request ID: Root=1-69ebe502-15a2757125f2d309797559f1;53b543e7-d8f9-47de-ba7e-90a5528ce4cd)

Repository Not Found for url: https://huggingface.co/api/models/meta-llama/Llama-3.2-8B-Instruct?expand=inferenceProviderMapping.
Please make sure you specified the correct `repo_id` and `repo_type`.
If you are trying to access a private or gated repo, make sure you are authenticated. For more details, see https://huggingface.co/docs/huggingface_hub/authentication"
lex_scotus,llama_8b,5,meta-llama/Llama-3.1-8B-Instruct,with_logprobs,"(Request ID: Root=1-69ebe502-60e3fb617805e30d65f16dcf;e1651adb-f0cd-4f60-bcdb-c25405889d65)

Bad request:"
lex_scotus,llama_8b,5,meta-llama/Llama-3.1-8B-Instruct,without_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/novita/v3/openai/chat/completions (Request ID: Root=1-69ebe503-5edd88a078b320f7373683aa;e9777cc1-5fce-4e3a-b810-f4e88c11f531)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,llama_8b,5,meta-llama/Llama-3.2-8B-Instruct,with_logprobs,"404 Client Error. (Request ID: Root=1-69ebe504-1e2e88ac15ef7cea49a30fdc;14d8ace0-bb3a-4b3c-9b36-0fef8712369a)

Repository Not Found for url: https://huggingface.co/api/models/meta-llama/Llama-3.2-8B-Instruct?expand=inferenceProviderMapping.
Please make sure you specified the correct `repo_id` and `repo_type`.
If you are trying to access a private or gated repo, make sure you are authenticated. For more details, see https://huggingface.co/docs/huggingface_hub/authentication"
lex_scotus,llama_8b,5,meta-llama/Llama-3.2-8B-Instruct,without_logprobs,"404 Client Error. (Request ID: Root=1-69ebe504-5bd9f10d45e0e3682a4162d4;bb568ab2-344d-4a5c-b105-73c746a3a2cf)

Repository Not Found for url: https://huggingface.co/api/models/meta-llama/Llama-3.2-8B-Instruct?expand=inferenceProviderMapping.
Please make sure you specified the correct `repo_id` and `repo_type`.
If you are trying to access a private or gated repo, make sure you are authenticated. For more details, see https://huggingface.co/docs/huggingface_hub/authentication"
lex_scotus,llama_8b,6,meta-llama/Llama-3.1-8B-Instruct,with_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/novita/v3/openai/chat/completions (Request ID: Root=1-69ebe504-1e348ab8799466345ed80c92;1fac6e68-6355-4c6f-9572-f17f61355709)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,llama_8b,6,meta-llama/Llama-3.1-8B-Instruct,without_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/novita/v3/openai/chat/completions (Request ID: Root=1-69ebe504-498010cb0d24db907cd7d48a;72e40d3f-128b-43ef-a885-ed81968a59e6)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,llama_8b,6,meta-llama/Llama-3.2-8B-Instruct,with_logprobs,"404 Client Error. (Request ID: Root=1-69ebe505-505abeb42e8d409a57936104;592c930f-2418-4df3-88de-fb9b1e7c5ac2)

Repository Not Found for url: https://huggingface.co/api/models/meta-llama/Llama-3.2-8B-Instruct?expand=inferenceProviderMapping.
Please make sure you specified the correct `repo_id` and `repo_type`.
If you are trying to access a private or gated repo, make sure you are authenticated. For more details, see https://huggingface.co/docs/huggingface_hub/authentication"
lex_scotus,llama_8b,6,meta-llama/Llama-3.2-8B-Instruct,without_logprobs,"404 Client Error. (Request ID: Root=1-69ebe505-439c6678238ed2813c87d3ef;7fe4c945-6976-44b8-8527-5c37fb0f7900)

Repository Not Found for url: https://huggingface.co/api/models/meta-llama/Llama-3.2-8B-Instruct?expand=inferenceProviderMapping.
Please make sure you specified the correct `repo_id` and `repo_type`.
If you are trying to access a private or gated repo, make sure you are authenticated. For more details, see https://huggingface.co/docs/huggingface_hub/authentication"
lex_scotus,llama_8b,7,meta-llama/Llama-3.1-8B-Instruct,with_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/novita/v3/openai/chat/completions (Request ID: Root=1-69ebe505-29de132b6959f05a0eabfb29;d5109b9b-8961-48ac-a5f8-367992886f3f)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,llama_8b,7,meta-llama/Llama-3.1-8B-Instruct,without_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/novita/v3/openai/chat/completions (Request ID: Root=1-69ebe505-57de887159b1744274477de8;17bd633a-1a4f-48db-8508-a26319bdd1d5)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,llama_8b,7,meta-llama/Llama-3.2-8B-Instruct,with_logprobs,"404 Client Error. (Request ID: Root=1-69ebe505-6c641d78560ccaf214c85066;5da33e4b-ef9c-45f5-9a6f-2912f37e6f97)

Repository Not Found for url: https://huggingface.co/api/models/meta-llama/Llama-3.2-8B-Instruct?expand=inferenceProviderMapping.
Please make sure you specified the correct `repo_id` and `repo_type`.
If you are trying to access a private or gated repo, make sure you are authenticated. For more details, see https://huggingface.co/docs/huggingface_hub/authentication"
lex_scotus,llama_8b,7,meta-llama/Llama-3.2-8B-Instruct,without_logprobs,"404 Client Error. (Request ID: Root=1-69ebe506-2687c0cc55f8d01c42002314;7b1f514c-1fe2-4092-9854-a5a416a8a0f2)

Repository Not Found for url: https://huggingface.co/api/models/meta-llama/Llama-3.2-8B-Instruct?expand=inferenceProviderMapping.
Please make sure you specified the correct `repo_id` and `repo_type`.
If you are trying to access a private or gated repo, make sure you are authenticated. For more details, see https://huggingface.co/docs/huggingface_hub/authentication"
lex_scotus,llama_8b,8,meta-llama/Llama-3.1-8B-Instruct,with_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/novita/v3/openai/chat/completions (Request ID: Root=1-69ebe506-0883ae37090689b00b4d19b9;2e0ce306-87fd-4764-a80f-1f208b86a116)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,llama_8b,8,meta-llama/Llama-3.1-8B-Instruct,without_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/novita/v3/openai/chat/completions (Request ID: Root=1-69ebe506-453c2be00b0da810357eff4e;997c3462-d65b-4380-8515-3db3684cfd0d)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,llama_8b,8,meta-llama/Llama-3.2-8B-Instruct,with_logprobs,"404 Client Error. (Request ID: Root=1-69ebe507-7490894e64db971f4fb002c4;dd283063-92d3-4b11-843a-104f88c7867f)

Repository Not Found for url: https://huggingface.co/api/models/meta-llama/Llama-3.2-8B-Instruct?expand=inferenceProviderMapping.
Please make sure you specified the correct `repo_id` and `repo_type`.
If you are trying to access a private or gated repo, make sure you are authenticated. For more details, see https://huggingface.co/docs/huggingface_hub/authentication"
